Observation Location,RSS,XML,State,latitude,longitude
Sauk Centre Municipal Airport (KD39),KD39.rss,KD39.xml,MN,45.70566,-94.93084
Silver Bay (KBFW),KBFW.rss,KBFW.xml,MN,47.25206,-91.40983
Slayton Municipal Airport (KDVP),KDVP.rss,KDVP.xml,MN,43.99055,-95.78102
South St. Paul Municipal-Richard E. Flemi (KSGS),KSGS.rss,KSGS.xml,MN,44.86006,-93.03203
St. Cloud Regional Airport (KSTC),KSTC.rss,KSTC.xml,MN,45.54415,-94.05165
St. James Municipal Airport (KJYG),KJYG.rss,KJYG.xml,MN,43.98558,-94.55299
Stanton Airfield (KSYN),KSYN.rss,KSYN.xml,MN,44.47362,-93.01448
"Staples, Staples Municipal Airport (KSAZ)",KSAZ.rss,KSAZ.xml,MN,46.38083,-94.80667
"Thief River Falls, Thief River Falls Regional Airport (KTVF)",KTVF.rss,KTVF.xml,MN,48.06667,-96.18333
Todd Field Airport (K14Y),K14Y.rss,K14Y.xml,MN,45.90171,-94.87275
"Tracy, Tracy Municipal Airport (KTKC)",KTKC.rss,KTKC.xml,MN,44.24951,-95.61189
Two Harbors (KTWM),KTWM.rss,KTWM.xml,MN,47.05,-91.75
Wadena Municipal Airport (KADC),KADC.rss,KADC.xml,MN,46.45022,-95.21353
Walker Municipal Airport (KY49),KY49.rss,KY49.xml,MN,47.1595,-94.6453
Warroad International Memorial Airport (KRRT),KRRT.rss,KRRT.xml,MN,48.93183,-95.34046
Waseca Municipal Airport (KACQ),KACQ.rss,KACQ.xml,MN,44.07024,-93.55342
Waskish Municipal Airport (KVWU),KVWU.rss,KVWU.xml,MN,48.15014,-94.512
Wheaton Municipal Airport (KETH),KETH.rss,KETH.xml,MN,45.78284,-96.54607
Willmar Municipal Airport - John L. Rice Field (KBDH),KBDH.rss,KBDH.xml,MN,45.11113,-95.12583
Windom Municipal Airport (KMWM),KMWM.rss,KMWM.xml,MN,43.90999,-95.10723
"Winona, Winona Municipal Airport-Max Conrad Field (KONA)",KONA.rss,KONA.xml,MN,44.08333,-91.7
"Worthington, Worthington Municipal Airport (KOTG)",KOTG.rss,KOTG.xml,MN,43.65,-95.58333
Batesville Panola County (KPMU),KPMU.rss,KPMU.xml,MS,34.3635,-89.8929
"Bay St. Louis, Stennis International Airport (KHSA)",KHSA.rss,KHSA.xml,MS,30.36778,-89.45472
Brookhaven-Lincoln County Airport (K1R7),K1R7.rss,K1R7.xml,MS,31.6058,-90.4093
Columbia-Marion County Airport (K0R0),K0R0.rss,K0R0.xml,MS,31.297,-89.8128
Columbus Air Force Base (KCBM),KCBM.rss,KCBM.xml,MS,33.65,-88.45
"Columbus/West Point/Starkville, Golden Triangle Regional Airport (KGTR)",KGTR.rss,KGTR.xml,MS,33.45,-88.58333
Corinth (KCRX),KCRX.rss,KCRX.xml,MS,34.915,-88.6035
"Fletcher Field, Clarksdale (KCKM)",KCKM.rss,KCKM.xml,MS,34.2997,-90.5123
"George M Bryan Airport, Starkville (KSTF)",KSTF.rss,KSTF.xml,MS,33.4331,-88.8486
"Greenville, Mid Delta Regional Airport (KGLH)",KGLH.rss,KGLH.xml,MS,33.48278,-90.98556
"Greenwood, Greenwood-LeFlore Airport (KGWO)",KGWO.rss,KGWO.xml,MS,33.4925,-90.08361
Gulfport - Gulfport-Biloxi International Airport (KGPT),KGPT.rss,KGPT.xml,MS,30.41194,-89.08083
"Hattiesburg, Bobby L Chain Municipal Airport (KHBG)",KHBG.rss,KHBG.xml,MS,31.26945,-89.25613
"Hattiesburg/Laurel, Hattiesburg-Laurel Regional Airport (KPIB)",KPIB.rss,KPIB.xml,MS,31.46667,-89.33333
"Jackson, Hawkins Field Airport (KHKS)",KHKS.rss,KHKS.xml,MS,32.33472,-90.2225
"Jackson, Jackson International Airport (KJAN)",KJAN.rss,KJAN.xml,MS,32.31972,-90.0775
JB Williams Airport (KJVW),KJVW.rss,KJVW.xml,MS,32.30447,-90.41053
Keesler Air Force Base / Biloxi (KBIX),KBIX.rss,KBIX.xml,MS,30.41667,-88.91667
LAUREL/NOBLE FIELD (KLUL),KLUL.rss,KLUL.xml,MS,31.67,-89.17
Madison Bruce Campbell Field Airport (KMBO),KMBO.rss,KMBO.xml,MS,32.4384,-90.1014
"McComb, McComb / Pike County / John E Lewis Field Airport (KMCB)",KMCB.rss,KMCB.xml,MS,31.17833,-90.47194
"Meridian, Key Field (KMEI)",KMEI.rss,KMEI.xml,MS,32.33806,-88.74778
"Meridian, Meridian Naval Air Station - McCain Field (KNMM)",KNMM.rss,KNMM.xml,MS,32.55194,-88.55528
Monroe County Airport (KM40),KM40.rss,KM40.xml,MS,33.87375,-88.489667
Moss Point - Trent Lott International Airport (KPQL),KPQL.rss,KPQL.xml,MS,30.46305,-88.53155
"Natchez, Hardy-Anders Field Natchez-Adams County Airport (KHEZ)",KHEZ.rss,KHEZ.xml,MS,31.61593,-91.29724
"Olive Branch, Olive Branch Airport (KOLV)",KOLV.rss,KOLV.xml,MS,34.97889,-89.78694
"Oxford, University-Oxford Airport (KUOX)",KUOX.rss,KUOX.xml,MS,34.38444,-89.53556
Picayune Municipal Airport (KMJD),KMJD.rss,KMJD.xml,MS,30.48747,-89.65119
"Tunica, Tunica Municipal Airport (KUTA)",KUTA.rss,KUTA.xml,MS,34.68083,-90.34639
"Tupelo, Tupelo Regional Airport (KTUP)",KTUP.rss,KTUP.xml,MS,34.26806,-88.77
Vicksburg Municipal (KVKS),KVKS.rss,KVKS.xml,MS,32.23333,-90.93333
WEST DELTA OIL PLATFORM (KDLP),KDLP.rss,KDLP.xml,MS,29.12,-89.55
Winona-Montgomery County Airport (K5A6),K5A6.rss,K5A6.xml,MS,33.465,-89.7302
Branson (KBBG),KBBG.rss,KBBG.xml,MO,36.5321,-93.2005
Branson West Muni - Emerson Field (KFWB),KFWB.rss,KFWB.xml,MO,36.6985,-93.4022
Camdenton Memorial Airport (KOZS),KOZS.rss,KOZS.xml,MO,37.974,-92.6912
Cameron Memorial Airport (KEZZ),KEZZ.rss,KEZZ.xml,MO,39.72756,-94.27639
"Cape Girardeau, Cape Girardeau Regional Airport (KCGI)",KCGI.rss,KCGI.xml,MO,37.22556,-89.57833
"Chillicothe, Chillicothe Agri-Science Center (KCDJ)",KCDJ.rss,KCDJ.xml,MO,39.81667,-93.58333
"Clinton, MO (KGLY)",KGLY.rss,KGLY.xml,MO,38.3566,-93.6842
"Columbia, Columbia Regional Airport (KCOU)",KCOU.rss,KCOU.xml,MO,38.81694,-92.21833
Farmington Airport (KFAM),KFAM.rss,KFAM.xml,MO,37.76667,-90.43333
Fort Leonard Wood (KTBN),KTBN.rss,KTBN.xml,MO,37.73333,-92.13333
Hannibal Regional Airport (KHAE),KHAE.rss,KHAE.xml,MO,39.7252,-91.4439
Harrisonville Lawrence Smith Memorial Airport (KLRY),KLRY.rss,KLRY.xml,MO,38.611,-94.3421
"Jefferson City, Jefferson City Memorial Airport (KJEF)",KJEF.rss,KJEF.xml,MO,38.59444,-92.15583
Jesse Viertel Memorial Airport (KVER),KVER.rss,KVER.xml,MO,38.94672,-92.68267
"Joplin, Joplin Regional Airport (KJLN)",KJLN.rss,KJLN.xml,MO,37.15611,-94.50056
"Kaiser Lake Ozark, Lee C Fine Memorial Airport (KAIZ)",KAIZ.rss,KAIZ.xml,MO,38.1,-92.55
"Kansas City, Kansas City Downtown Airport (KMKC)",KMKC.rss,KMKC.xml,MO,39.12083,-94.59694
"Kansas City, Kansas City International Airport (KMCI)",KMCI.rss,KMCI.xml,MO,39.29722,-94.73056
Kennett - Kennett Memorial Airport (KTKX),KTKX.rss,KTKX.xml,MO,36.22256,-90.03671
"Kirksville, Kirksville Regional Airport (KIRK)",KIRK.rss,KIRK.xml,MO,40.09722,-92.54333
LEBANON (KLBO),KLBO.rss,KLBO.xml,MO,37.64833,-92.6525
"Lee's Summit, Lee's Summit Municipal Airport (KLXT)",KLXT.rss,KLXT.xml,MO,38.95972,-94.37167
Malden Municipal Airport (KMAW),KMAW.rss,KMAW.xml,MO,36.6005,-89.9922
Marshall Memorial Municipal Airport (KMHL),KMHL.rss,KMHL.xml,MO,39.0955,-93.2028
Maryville Northwest Missouri Regional Airport (KEVU),KEVU.rss,KEVU.xml,MO,40.3525,-94.915
Mexico Memorial Airport (KMYJ),KMYJ.rss,KMYJ.xml,MO,39.1575,-91.8183
Monett (KHFJ),KHFJ.rss,KHFJ.xml,MO,36.9062,-94.0128
Mosby Midwest National Air Center Airport (KGPH),KGPH.rss,KGPH.xml,MO,39.3325,-94.3096
Omar N Bradley Airport (KMBY),KMBY.rss,KMBY.xml,MO,39.46341,-92.42638
Perryville Regional Airport (KPCD),KPCD.rss,KPCD.xml,MO,37.86867,-89.86214
"Poplar Bluff, Poplar Bluff Municipal Airport (KPOF)",KPOF.rss,KPOF.xml,MO,36.77056,-90.32222
"Rolla / Vichy, Rolla National Airport (KVIH)",KVIH.rss,KVIH.xml,MO,38.13194,-91.76528
"Sedalia, Sedalia Memorial Airport (KDMO)",KDMO.rss,KDMO.xml,MO,38.71222,-93.17444
Sikeston Memorial Municipal Airport (KSIK),KSIK.rss,KSIK.xml,MO,36.8989,-89.5618
Skyhaven Airport (KRCM),KRCM.rss,KRCM.xml,MO,38.7842,-93.8029
"Springfield, Springfield Regional Airport (KSGF)",KSGF.rss,KSGF.xml,MO,37.23972,-93.38972
"St. Charles, St. Charles County Smartt Airport (KSET)",KSET.rss,KSET.xml,MO,38.93056,-90.4325
"St. Joseph, Rosecrans Memorial Airport (KSTJ)",KSTJ.rss,KSTJ.xml,MO,39.76806,-94.90917
St. Louis Lambert International Airport (KSTL),KSTL.rss,KSTL.xml,MO,38.7525,-90.37361
"St. Louis, Spirit Of St. Louis Airport (KSUS)",KSUS.rss,KSUS.xml,MO,38.65722,-90.65583
Warsaw Municipal Airport (KRAW),KRAW.rss,KRAW.xml,MO,38.3469,-93.3454
Washington Regional Airport (KFYG),KFYG.rss,KFYG.xml,MO,38.5876,-90.9938
"West Plains, West Plains Municipal Airport (KUNO)",KUNO.rss,KUNO.xml,MO,36.87917,-91.905
Whiteman Air Force Base (KSZL),KSZL.rss,KSZL.xml,MO,38.73333,-93.55
"Baker, Baker Municipal Airport (KBHK)",KBHK.rss,KBHK.xml,MT,46.34778,-104.2575
Big Horn County Airport (K00U),K00U.rss,K00U.xml,MT,45.74439,-107.66044
BIG TIMBER (K6S0),K6S0.rss,K6S0.xml,MT,45.8064,-109.9811
"Billings, Billings Logan International Airport (KBIL)",KBIL.rss,KBIL.xml,MT,45.80694,-108.54222
"Bozeman, Gallatin Field (KBZN)",KBZN.rss,KBZN.xml,MT,45.78806,-111.16083
"Butte, Bert Mooney Airport (KBTM)",KBTM.rss,KBTM.xml,MT,45.95472,-112.4975
"Cut Bank, Cut Bank Municipal Airport (KCTB)",KCTB.rss,KCTB.xml,MT,48.60833,-112.37611
Delta (K1DM),K1DM.rss,K1DM.xml,MT,47.38,-109.82
"Dillon, Dillon Airport (KDLN)",KDLN.rss,KDLN.xml,MT,45.2575,-112.55444
Echo (K1EM),K1EM.rss,K1EM.xml,MT,47.4535,-109.4163
Ennis - Big Sky Airport (KEKS),KEKS.rss,KEKS.xml,MT,45.27436,-111.64886
Foxtrot (K1FM),K1FM.rss,K1FM.xml,MT,47.6,-112.3
"Glasgow, Glasgow International Airport (KGGW)",KGGW.rss,KGGW.xml,MT,48.21389,-106.62139
"Glendive, Dawson Community Airport (KGDV)",KGDV.rss,KGDV.xml,MT,47.13333,-104.8
Golf (K1GM),K1GM.rss,K1GM.xml,MT,47.33,-112.1
"Great Falls, Great Falls International Airport (KGTF)",KGTF.rss,KGTF.xml,MT,47.47333,-111.38222
HAMILTON (K6S5),K6S5.rss,K6S5.xml,MT,46.25149,-114.12554
"Havre, Havre City-County Airport (KHVR)",KHVR.rss,KHVR.xml,MT,48.54278,-109.76333
Helena Regional Airport (KHLN),KHLN.rss,KHLN.xml,MT,46.60445,-111.9892
Hotel (K1HM),K1HM.rss,K1HM.xml,MT,47.6975,-111.9429
India (K1IM),K1IM.rss,K1IM.xml,MT,47.3,-111.5
"Jordan, Jordan Airport (KJDN)",KJDN.rss,KJDN.xml,MT,47.32583,-106.9475
"Kalispell, Glacier Park International Airport (KGPI)",KGPI.rss,KGPI.xml,MT,48.30417,-114.26361
Kilo - Harlowton (K1KM),K1KM.rss,K1KM.xml,MT,46.5,-109.8
LAURELMUNC (K6S8),K6S8.rss,K6S8.xml,MT,45.70308,-108.76108
"Lewistown, Lewistown Municipal Airport (KLWT)",KLWT.rss,KLWT.xml,MT,47.04917,-109.46639
"Livingston, Mission Field Airport (KLVM)",KLVM.rss,KLVM.xml,MT,45.69944,-110.44833
Malmstrom Air Force Base (KGFA),KGFA.rss,KGFA.xml,MT,47.5,-111.18333
Malta Airport (KM75),KM75.rss,KM75.xml,MT,48.36694,-107.91934
"Miles City, Frank Wiley Field Airport (KMLS)",KMLS.rss,KMLS.xml,MT,46.42806,-105.88639
"Missoula, Missoula International Airport (KMSO)",KMSO.rss,KMSO.xml,MT,46.92083,-114.0925
"Mullan Pass, Mullan Pass Vor (KMLP)",KMLP.rss,KMLP.xml,MT,47.45417,-115.66972
N BAR Ranch Airport (KMVH),KMVH.rss,KMVH.xml,MT,46.8381,-108.9368
November (K1NM),K1NM.rss,K1NM.xml,MT,47.1,-109
PLENTYWOOD (KPWD),KPWD.rss,KPWD.xml,MT,48.78863,-104.52317
Raynesford (K1AM),K1AM.rss,K1AM.xml,MT,47.3,-110.8
Roy (K1OM),K1OM.rss,K1OM.xml,MT,47.3,-108.9
Ruby Valley Field Airport (KRVF),KRVF.rss,KRVF.xml,MT,45.53542,-112.30228
Sidney-Richland (KSDY),KSDY.rss,KSDY.xml,MT,47.7,-104.2
West Yellowstone (KWYS),KWYS.rss,KWYS.xml,MT,44.68333,-111.11667
Windham (K1CM),K1CM.rss,K1CM.xml,MT,47.1,-110.2
"Wolf Point, Clayton Airport (KOLF)",KOLF.rss,KOLF.xml,MT,48.09444,-105.57722
Ainsworth Regional Airport (KANW),KANW.rss,KANW.xml,NE,42.57484,-99.99832
Albion Municipal Airport (KBVN),KBVN.rss,KBVN.xml,NE,41.73016,-98.05453
"Alliance, Alliance Municipal Airport (KAIA)",KAIA.rss,KAIA.xml,NE,42.05722,-102.8
"Aurora, Aurora Municipal Airport (KAUH)",KAUH.rss,KAUH.xml,NE,40.89389,-97.99444
Beatrice Municipal (KBIE),KBIE.rss,KBIE.xml,NE,40.3,-96.75
Blair Municipal Airport (KBTA),KBTA.rss,KBTA.xml,NE,41.4148,-96.109
Bravo (Pine Bluffs) (K1BW),K1BW.rss,K1BW.xml,NE,41.52,-104
Brewster Field Airport (KHDE),KHDE.rss,KHDE.xml,NE,40.45,-99.33333
"Broken Bow, Broken Bow Municipal Airport (KBBW)",KBBW.rss,KBBW.xml,NE,41.43333,-99.65
"Chadron, Chadron Municipal Airport (KCDR)",KCDR.rss,KCDR.xml,NE,42.8375,-103.09528
Charlie (Gering) (K1CW),K1CW.rss,K1CW.xml,NE,41.59,-103.67
"Columbus, Columbus Municipal Airport (KOLU)",KOLU.rss,KOLU.xml,NE,41.45,-97.33333
Delta - Kimball (K1DW),K1DW.rss,K1DW.xml,NE,41.37,-103.8
"Falls City, Brenner Field Airport (KFNB)",KFNB.rss,KFNB.xml,NE,40.07889,-95.59194
Fremont Municipal Airport (KFET),KFET.rss,KFET.xml,NE,41.45,-96.51667
Gordon Municipal (KGRN),KGRN.rss,KGRN.xml,NE,42.8,-102.16667
"Grand Island, Central Nebraska Regional Airport (KGRI)",KGRI.rss,KGRI.xml,NE,40.95833,-98.3125
"Hastings, Hastings Municipal Airport (KHSI)",KHSI.rss,KHSI.xml,NE,40.60056,-98.42583
"Hebron, Hebron Municipal Airport (KHJH)",KHJH.rss,KHJH.xml,NE,40.15222,-97.58694
Hotel (Gurley) (K1HW),K1HW.rss,K1HW.xml,NE,41.32,-102.83
"Imperial, Imperial Municipal Airport (KIML)",KIML.rss,KIML.xml,NE,40.51667,-101.61667
"Kearney, Kearney Municipal Airport (KEAR)",KEAR.rss,KEAR.xml,NE,40.73333,-99
Kilo (Dix) (K1KW),K1KW.rss,K1KW.xml,NE,41.13,-103.48
"Kimball, Kimball Municipal Airport/Robert E Arraj Field (KIBM)",KIBM.rss,KIBM.xml,NE,41.18333,-103.66667
"Lexington, Jim Kelly Field Airport (KLXN)",KLXN.rss,KLXN.xml,NE,40.79111,-99.77722
"Lincoln, Lincoln Municipal Airport (KLNK)",KLNK.rss,KLNK.xml,NE,40.83111,-96.76444
"McCook, McCook Municipal Airport (KMCK)",KMCK.rss,KMCK.xml,NE,40.20306,-100.58833
"Nebraska City, Nebraska City Municipal Airport (KAFK)",KAFK.rss,KAFK.xml,NE,40.6,-95.85
"Norfolk, Stefan Memorial Airport (KOFK)",KOFK.rss,KOFK.xml,NE,41.98056,-97.43694
"North Platte, North Platte Regional Airport (KLBF)",KLBF.rss,KLBF.xml,NE,41.12194,-100.66833
O'Neill / Baker Field (KONL),KONL.rss,KONL.xml,NE,42.46667,-98.68333
"Ogallala, Searle Field Airport (KOGA)",KOGA.rss,KOGA.xml,NE,41.11972,-101.76889
Omaha - Eppley Airfield (KOMA),KOMA.rss,KOMA.xml,NE,41.3119,-95.90185
Omaha / Offutt Air Force Base (KOFF),KOFF.rss,KOFF.xml,NE,41.11667,-95.9
"Omaha, Millard Airport (KMLE)",KMLE.rss,KMLE.xml,NE,41.19583,-96.11222
"Ord, Evelyn Sharp Field Airport (KODX)",KODX.rss,KODX.xml,NE,41.62417,-98.9525
"Plattsmouth, Plattsmouth Municipal Airport (KPMV)",KPMV.rss,KPMV.xml,NE,40.95,-95.91778
"Scottsbluff, Heilig Field (KBFF)",KBFF.rss,KBFF.xml,NE,41.86694,-103.58583
"Tekamah, Tekamah Municipal Airport (KTQE)",KTQE.rss,KTQE.xml,NE,41.76694,-96.17778
"Thedford, Thomas County Airport (KTIF)",KTIF.rss,KTIF.xml,NE,41.96194,-100.56889
"Valentine, Miller Field (KVTN)",KVTN.rss,KVTN.xml,NE,42.85861,-100.55139
Wahoo (KAHQ),KAHQ.rss,KAHQ.xml,NE,41.2406,-96.5946
"Wayne, Wayne Municipal Airport (KLCG)",KLCG.rss,KLCG.xml,NE,42.24167,-96.98139
"York, York Municipal Airport (KJYR)",KJYR.rss,KJYR.xml,NE,40.89667,-97.62278
Austin Airport (KTMT),KTMT.rss,KTMT.xml,NV,39.46794,-117.19745
Battle Mountain - Lander County Airport (KBAM),KBAM.rss,KBAM.xml,NV,40.599,-116.8743
Boulder City Municipal Airport (KBVU),KBVU.rss,KBVU.xml,NV,35.9475,-114.8611
Carson City Airport (KCXP),KCXP.rss,KCXP.xml,NV,39.19056,-119.73191
"Elko, Elko Regional Airport (KEKO)",KEKO.rss,KEKO.xml,NV,40.82404,-115.78635
"Ely, Ely Airport (KELY)",KELY.rss,KELY.xml,NV,39.295,-114.84528
Eureka Airport ASOS (KP68),KP68.rss,KP68.xml,NV,39.60139,-116.00556
Eureka Airport AWOS (K05U),K05U.rss,K05U.xml,NV,39.60209,-116.00625
"Fallon, Naval Air Station (KNFL)",KNFL.rss,KNFL.xml,NV,39.43222,-118.68556
Hawthorne Industrial Airport (KHTH),KHTH.rss,KHTH.xml,NV,38.54482,-118.63137
Las Vegas - Henderson Executive Airport (KHND),KHND.rss,KHND.xml,NV,35.97665,-115.13221
"Las Vegas, McCarran International Airport (KLAS)",KLAS.rss,KLAS.xml,NV,36.07188,-115.1634
"Las Vegas, North Las Vegas Airport (KVGT)",KVGT.rss,KVGT.xml,NV,36.21205,-115.19395
"Lovelock, Derby Field Airport (KLOL)",KLOL.rss,KLOL.xml,NV,40.0684,-118.57017
"Mercury, Desert Rock Airport (KDRA)",KDRA.rss,KDRA.xml,NV,36.6207,-116.02868
Minden-Tahoe Airport (KMEV),KMEV.rss,KMEV.xml,NV,38.9963,-119.75
Nellis AFB - Indian Springs Auxiliary Airfield (KINS),KINS.rss,KINS.xml,NV,36.58573,-115.69008
Nellis Air Force Base (KLSV),KLSV.rss,KLSV.xml,NV,36.23333,-115.03333
"Reno, Reno Tahoe International Airport (KRNO)",KRNO.rss,KRNO.xml,NV,39.50776,-119.76819
Reno/Stead (KRTS),KRTS.rss,KRTS.xml,NV,39.6682,-119.8764
"Tonopah, Tonopah Airport (KTPH)",KTPH.rss,KTPH.xml,NV,38.06028,-117.08722
"Winnemucca, Winnemucca Municipal Airport (KWMC)",KWMC.rss,KWMC.xml,NV,40.90194,-117.80722
"Berlin, Berlin Municipal Airport (KBML)",KBML.rss,KBML.xml,NH,44.57611,-71.17861
Concord Municipal Airport (KCON),KCON.rss,KCON.xml,NH,43.20489,-71.50257
Jaffrey Airport-Silver Ranch (KAFN),KAFN.rss,KAFN.xml,NH,42.80667,-72.00127
"Keene, Dillant-Hopkins Airport (KEEN)",KEEN.rss,KEEN.xml,NH,42.9,-72.26667
"Laconia, Laconia Municipal Airport (KLCI)",KLCI.rss,KLCI.xml,NH,43.56667,-71.41667
Lebanon Municipal Airport (KLEB),KLEB.rss,KLEB.xml,NH,43.6271,-72.30537
Manchester Airport (KMHT),KMHT.rss,KMHT.xml,NH,42.92964,-71.43559
Mount Washington (KMWN),KMWN.rss,KMWN.xml,NH,44.27086,-71.30337
Nashua - Boire Field Airport (KASH),KASH.rss,KASH.xml,NH,42.77981,-71.51409
Pease Air Force Base / Portsmouth (KPSM),KPSM.rss,KPSM.xml,NH,43.08333,-70.81667
Plymouth Municipal Airport (K1P1),K1P1.rss,K1P1.xml,NH,43.77714,-71.75598
Rochester - Skyhaven Airport (KDAW),KDAW.rss,KDAW.xml,NH,43.27939,-70.92426
Whitefield - Mount Washington Regional Airport (KHIE),KHIE.rss,KHIE.xml,NH,44.36595,-71.55218
"Andover, Aeroflex-Andover Airport (K12N)",K12N.rss,K12N.xml,NJ,41.00928,-74.73628
"Atlantic City, Atlantic City International Airport (KACY)",KACY.rss,KACY.xml,NJ,39.45202,-74.56699
Belmar-Farmingdale (KBLM),KBLM.rss,KBLM.xml,NJ,40.18333,-74.13333
"Caldwell, Essex County Airport (KCDW)",KCDW.rss,KCDW.xml,NJ,40.87639,-74.28306
Lakehurst Naval Air Station (KNEL),KNEL.rss,KNEL.xml,NJ,40.03661,-74.35251
Linden Airport (KLDJ),KLDJ.rss,KLDJ.xml,NJ,40.6174,-74.2446
Mcguire Air Force Base (KWRI),KWRI.rss,KWRI.xml,NJ,40.01667,-74.6
Miller Air Park (KMJX),KMJX.rss,KMJX.xml,NJ,39.927,-74.292
"Millville, Millville Municipal Airport (KMIV)",KMIV.rss,KMIV.xml,NJ,39.36623,-75.0778
Morristown Municipal (KMMU),KMMU.rss,KMMU.xml,NJ,40.8,-74.41667
"Mount Holly, South Jersey Regional Airport (KVAY)",KVAY.rss,KVAY.xml,NJ,39.94076,-74.84071
"Newark, Newark International Airport (KEWR)",KEWR.rss,KEWR.xml,NJ,40.6825,-74.16944
"Somerville, Somerset Airport (KSMQ)",KSMQ.rss,KSMQ.xml,NJ,40.62405,-74.66898
"Sussex, Sussex Airport (KFWN)",KFWN.rss,KFWN.xml,NJ,41.19925,-74.62594
"Teterboro, Teterboro Airport (KTEB)",KTEB.rss,KTEB.xml,NJ,40.85889,-74.05667
"Trenton, Mercer County Airport (KTTN)",KTTN.rss,KTTN.xml,NJ,40.27639,-74.81639
"Wildwood, Cape May County Airport (KWWD)",KWWD.rss,KWWD.xml,NJ,39.01667,-74.91667
Alamogordo-White (KALM),KALM.rss,KALM.xml,NM,32.83512,-105.99408
"Albuquerque, Albuquerque International Airport (KABQ)",KABQ.rss,KABQ.xml,NM,35.04167,-106.61472
"Albuquerque, Double Eagle II Airport (KAEG)",KAEG.rss,KAEG.xml,NM,35.145,-106.795
Angel Fire Airport (KAXX),KAXX.rss,KAXX.xml,NM,36.42586,-105.29028
Artesia Municipal Airport (KATS),KATS.rss,KATS.xml,NM,32.85239,-104.46444
Belen Regional Airport (KBRG),KBRG.rss,KBRG.xml,NM,34.64586,-106.83634
Cannon Air Force Base / Clovis (KCVS),KCVS.rss,KCVS.xml,NM,34.38333,-103.31667
"Carlsbad, Cavern City Air Terminal Airport (KCNM)",KCNM.rss,KCNM.xml,NM,32.3375,-104.26333
Clayton Municipal Airpark (KCAO),KCAO.rss,KCAO.xml,NM,36.44834,-103.15367
Clines Corners (KCQC),KCQC.rss,KCQC.xml,NM,35,-105.66667
Clovis Municipal Airport (KCVN),KCVN.rss,KCVN.xml,NM,34.42274,-103.0802
Deming Municipal Airport (KDMN),KDMN.rss,KDMN.xml,NM,32.25927,-107.72051
"Dona Ana County Jetport, Santa Teresa (KDNA)",KDNA.rss,KDNA.xml,NM,31.87495,-106.69385
"Farmington, Four Corners Regional Airport (KFMN)",KFMN.rss,KFMN.xml,NM,36.74361,-108.22917
Gallup Municipal Airport (KGUP),KGUP.rss,KGUP.xml,NM,35.50859,-108.79316
Grant County Airport (KSVC),KSVC.rss,KSVC.xml,NM,32.63099,-108.14658
"Grants, Grants-Milan Municipal Airport (KGNT)",KGNT.rss,KGNT.xml,NM,35.16528,-107.90222
Hobbs / Lea County (KHOB),KHOB.rss,KHOB.xml,NM,32.68333,-103.21667
Holloman Air Force Base (KHMN),KHMN.rss,KHMN.xml,NM,32.85,-106.1
"Las Cruces, Las Cruces International Airport (KLRU)",KLRU.rss,KLRU.xml,NM,32.28944,-106.92194
Las Vegas Municipal Airport (KLVS),KLVS.rss,KLVS.xml,NM,35.65584,-105.13852
Los Alamos Airport (KLAM),KLAM.rss,KLAM.xml,NM,35.87969,-106.26869
Moriarty Municipal Airport (K0E0),K0E0.rss,K0E0.xml,NM,34.98374,-105.99576
Raton Municipal - Crews Field Airport (KRTN),KRTN.rss,KRTN.xml,NM,36.741528,-104.502183
Roswell International Air Center Airport (KROW),KROW.rss,KROW.xml,NM,33.30737,-104.50816
Santa Fe County Municipal Airport (KSAF),KSAF.rss,KSAF.xml,NM,35.61097,-106.09573
Santa Rosa Route 66 Airport (KSXU),KSXU.rss,KSXU.xml,NM,34.93567,-104.64256
Sierra Blanca Regional Airport (KSRR),KSRR.rss,KSRR.xml,NM,33.46677,-105.52778
Socorro Municipal Airport (KONM),KONM.rss,KONM.xml,NM,34.02633,-106.90372
Spaceport America AWOS (K0A0),K0A0.rss,K0A0.xml,NM,32.99,-106.96739
"Taos, Taos Regional Airport (KSKX)",KSKX.rss,KSKX.xml,NM,36.45,-105.66667
"Truth Or Consequences, Truth Or Consequences Municipal Airport (KTCS)",KTCS.rss,KTCS.xml,NM,33.23667,-107.26806
Tucumcari Municipal Airport (KTCC),KTCC.rss,KTCC.xml,NM,35.18053,-103.60145
Albany International Airport (KALB),KALB.rss,KALB.xml,NY,42.74722,-73.79912
"Binghamton, Binghamton Regional Airport (KBGM)",KBGM.rss,KBGM.xml,NY,42.20778,-75.98139
"Buffalo, Greater Buffalo International Airport (KBUF)",KBUF.rss,KBUF.xml,NY,42.93998,-78.73604
Cattaraugus County-Olean Airport (KOLE),KOLE.rss,KOLE.xml,NY,42.24119,-78.37136
Cortland County-Chase Field (KN03),KN03.rss,KN03.xml,NY,42.5926,-76.2149
"Dansville, Dansville Municipal Airport (KDSV)",KDSV.rss,KDSV.xml,NY,42.56944,-77.71444
"Dunkirk, Chautauqua County / Dunkirk Airport (KDKK)",KDKK.rss,KDKK.xml,NY,42.49306,-79.27583
"East Hampton, East Hampton Airport (KHTO)",KHTO.rss,KHTO.xml,NY,40.95944,-72.25194
"Elmira, Elmira / Corning Regional Airport (KELM)",KELM.rss,KELM.xml,NY,42.15639,-76.90278
